Date,AAPL,AMZN,GOOGL,JPM,MSFT
2022-11-16,146.88726806640625,97.12000274658203,98.26068878173828,124.2358169555664,236.91612243652344
2022-11-17,148.79261779785156,94.8499984741211,97.77361297607422,123.69452667236328,236.8671417236328
2022-11-18,149.35531616210938,94.13999938964844,96.84915924072266,124.90774536132812,236.41627502441406
2022-11-21,146.11727905273438,92.45999908447266,95.03007507324219,124.17048645019531,237.22975158691406
2022-11-22,148.25949096679688,93.19999694824219,96.47142791748047,126.02767181396484,240.15042114257812
2022-11-23,149.13816833496094,94.12999725341797,97.87303161621094,127.37156677246094,242.64964294433594
2022-11-25,146.2159881591797,93.41000366210938,96.87898254394531,127.61425018310547,242.5614471435547
2022-11-28,142.37574768066406,93.94999694824219,95.4773941040039,125.38372802734375,236.9455108642578
2022-11-29,139.36474609375,92.41999816894531,94.62252044677734,127.44623565673828,235.5440216064453
2022-11-30,146.13699340820312,96.54000091552734,100.387939453125,128.9580841064453,250.05906677246094
2022-12-01,146.4134063720703,95.5,100.387939453125,127.1476058959961,249.61805725097656
2022-12-02,145.9197998046875,94.12999725341797,99.84122467041016,126.13967895507812,249.9414825439453
2022-12-05,144.75491333007812,91.01000213623047,98.8869400024414,122.60259246826172,245.2174835205078
2022-12-06,141.0824737548828,88.25,96.40184783935547,122.80791473388672,240.23861694335938
2022-12-07,139.13768005371094,88.45999908447266,94.3740005493164,122.72392272949219,239.5035400390625
2022-12-08,140.8258056640625,90.3499984741211,93.15133666992188,124.0118408203125,242.4731903076172
2022-12-09,140.3420867919922,89.08999633789062,92.27658081054688,123.33989715576172,240.53265380859375
2022-12-12,142.64227294921875,90.55000305175781,92.75373077392578,125.2530517578125,247.4814453125
2022-12-13,143.6097412109375,92.48999786376953,95.05989074707031,125.13174438476562,251.8036346435547
2022-12-14,141.37864685058594,91.58000183105469,94.50324249267578,124.50646209716797,252.09768676757812
2022-12-15,134.75445556640625,88.44999694824219,90.31832885742188,121.4173812866211,244.05113220214844
2022-12-16,132.78988647460938,87.86000061035156,89.72190856933594,120.66141510009766,239.81716918945312
2022-12-19,130.67727661132812,84.91999816894531,87.91276550292969,121.3800277709961,235.66163635253906
2022-12-20,130.60816955566406,85.19000244140625,88.48930358886719,121.96798706054688,236.98472595214844
2022-12-21,133.7178497314453,86.7699966430664,89.04596710205078,123.33989715576172,239.56234741210938
2022-12-22,130.53904724121094,83.79000091552734,87.23680114746094,121.93999481201172,233.44662475585938
2022-12-23,130.17376708984375,85.25,88.69804382324219,122.51860809326172,233.9758758544922
2022-12-27,128.36717224121094,83.04000091552734,86.8690185546875,122.9478988647461,232.2411346435547
2022-12-28,124.42820739746094,81.81999969482422,85.50717163085938,123.61986541748047,229.85952758789062
2022-12-29,127.9525375366211,84.18000030517578,87.92269134521484,124.32913208007812,236.21044921875
2022-12-30,128.26846313476562,84.0,87.70401763916016,125.15040588378906,235.04415893554688
2023-01-03,123.47061157226562,85.81999969482422,88.58870697021484,126.10234069824219,234.8089599609375
2023-01-04,124.7441177368164,85.13999938964844,87.5549087524414,127.27825927734375,224.5376739501953
2023-01-05,123.42124938964844,83.12000274658203,85.68610382080078,127.25005340576172,217.88287353515625
2023-01-06,127.96241760253906,86.08000183105469,86.8193130493164,129.68504333496094,220.45068359375
2023-01-09,128.4856719970703,87.36000061035156,87.49525451660156,129.14915466308594,222.59706115722656
2023-01-10,129.05824279785156,89.87000274658203,87.89288330078125,130.30555725097656,224.2926483154297
2023-01-11,131.78292846679688,95.08999633789062,90.97439575195312,131.27389526367188,231.07479858398438
2023-01-12,131.70394897460938,95.2699966430664,90.58671569824219,131.14231872558594,233.76026916503906
2023-01-13,133.0366973876953,98.12000274658203,91.57081604003906,134.45164489746094,234.46591186523438
2023-01-17,134.2016143798828,96.05000305175781,90.74576568603516,132.37388610839844,235.56361389160156
2023-01-18,133.48094177246094,95.45999908447266,90.5767822265625,128.3970489501953,231.11402893066406
2023-01-19,133.54017639160156,93.68000030517578,92.49526977539062,126.68594360351562,227.31129455566406
2023-01-20,136.10691833496094,97.25,97.43563079833984,126.9962158203125,235.4362030029297
2023-01-23,139.30552673339844,97.5199966430664,99.19509887695312,129.05514526367188,237.7492218017578
2023-01-24,140.70733642578125,96.31999969482422,97.11753845214844,130.16453552246094,237.219970703125
2023-01-25,140.0458984375,97.18000030517578,94.65233612060547,130.79441833496094,235.81845092773438
2023-01-26,142.11904907226562,99.22000122070312,96.93862915039062,131.6029510498047,243.06126403808594
2023-01-27,144.06385803222656,102.23999786376953,98.77759552001953,131.922607421875,243.2180633544922
2023-01-30,141.1713104248047,100.55000305175781,96.36209106445312,130.80384826660156,237.8766326904297
2023-01-31,142.44479370117188,103.12999725341797,98.2507553100586,131.58413696289062,242.87503051757812
2023-02-01,143.57025146484375,105.1500015258789,99.83126831054688,131.2362823486328,247.7166748046875
2023-02-02,148.89134216308594,112.91000366210938,107.09769439697266,130.62521362304688,259.3307189941406
2023-02-03,152.52426147460938,103.38999938964844,104.15534210205078,132.64651489257812,253.20518493652344
2023-02-06,149.78968811035156,102.18000030517578,102.28655242919922,133.42684936523438,251.6566162109375
2023-02-07,152.6723175048828,102.11000061035156,106.99829864501953,135.05332946777344,262.2317199707031
